"timestamp","cam_pos","cam_rot","rif_pos","rif_rot","rpa_pos","rpa_rot","act_pos","act_rot"
"1686255110079","(-0.033496, 0.469699, 0.019763)","(0.696790, 0.026523, 0.011837, 0.716687)","(0.057665, 0.027937, -0.483940)","(0.952422, 0.002244, -0.256983, 0.163851)","(0.130266, 0.080570, -0.442429)","(0.702922, 0.185666, -0.368201, 0.579532)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255110109","(-0.033496, 0.469699, 0.019763)","(0.696790, 0.026523, 0.011837, 0.716687)","(0.057665, 0.027937, -0.483940)","(0.952422, 0.002244, -0.256983, 0.163851)","(0.130266, 0.080570, -0.442429)","(0.702922, 0.185666, -0.368201, 0.579532)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255110123","(-0.033569, 0.469755, 0.020022)","(0.696003, 0.026158, 0.011488, 0.717471)","(0.057665, 0.027937, -0.483940)","(0.952422, 0.002244, -0.256983, 0.163851)","(0.130266, 0.080570, -0.442429)","(0.702922, 0.185666, -0.368201, 0.579532)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255110143","(-0.033569, 0.469755, 0.020022)","(0.696003, 0.026158, 0.011488, 0.717471)","(0.057665, 0.027937, -0.483940)","(0.952422, 0.002244, -0.256983, 0.163851)","(0.130266, 0.080570, -0.442429)","(0.702922, 0.185666, -0.368201, 0.579532)","(-0.000558, -0.000362, 0.000698)","(0.001053, 0.000247, 0.000131, 0.999999)"
"1686255110167","(-0.033218, 0.470032, 0.018276)","(0.693875, 0.025018, 0.011455, 0.719570)","(0.058470, 0.027264, -0.484667)","(0.952313, 0.001807, -0.256771, 0.164821)","(0.131064, 0.079965, -0.443231)","(0.702427, 0.185043, -0.368298, 0.580269)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255110171","(-0.033291, 0.470110, 0.018032)","(0.694206, 0.024729, 0.011564, 0.719259)","(0.058470, 0.027264, -0.484667)","(0.952313, 0.001807, -0.256771, 0.164821)","(0.131064, 0.079965, -0.443231)","(0.702427, 0.185043, -0.368298, 0.580269)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255110188","(-0.033291, 0.470110, 0.018032)","(0.694206, 0.024729, 0.011564, 0.719259)","(0.058470, 0.027264, -0.484667)","(0.952313, 0.001807, -0.256771, 0.164821)","(0.131064, 0.079965, -0.443231)","(0.702427, 0.185043, -0.368298, 0.580269)","(0.001913, 0.011043, 0.000333)","(0.022532, -0.000868, 0.015895, 0.999619)"
"1686255110213","(-0.020729, 0.460552, -0.002795)","(0.678234, 0.014111, -0.000892, 0.734710)","(0.055855, -0.007438, -0.485296)","(0.948043, -0.018973, -0.260161, 0.182132)","(0.130185, 0.044738, -0.446352)","(0.691707, 0.166012, -0.382161, 0.589860)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255110228","(-0.020646, 0.460675, -0.002518)","(0.677598, 0.014068, -0.000783, 0.735298)","(0.055855, -0.007438, -0.485296)","(0.948043, -0.018973, -0.260161, 0.182132)","(0.130185, 0.044738, -0.446352)","(0.691707, 0.166012, -0.382161, 0.589860)","(-0.000219, -0.000246, 0.000107)","(-0.000748, -0.000092, -0.002463, 0.999997)"
"1686255110256","(-0.022673, 0.460898, -0.001870)","(0.677542, 0.015731, 0.001223, 0.735315)","(0.056017, -0.006190, -0.485424)","(0.948198, -0.016427, -0.259813, 0.182065)","(0.130097, 0.046294, -0.446415)","(0.691701, 0.168056, -0.380646, 0.590267)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
